rf1,rf2,rf3
0.9025,0.0975,0.0
0.0,0.8575,0.1425
0.9825,0.005,0.0125
1.0,0.0,0.0
0.0,0.0275,0.9725
0.0,0.005,0.995
0.0,0.0175,0.9825
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.0725,0.9275
1.0,0.0,0.0
0.0,0.0525,0.9475
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.4525,0.5475
0.0,0.545,0.455
1.0,0.0,0.0
0.99,0.005,0.005
1.0,0.0,0.0
0.0025,0.155,0.8425
0.98,0.005,0.015
0.0,0.0525,0.9475
1.0,0.0,0.0
0.0,0.945,0.055
0.0,0.0,1.0
0.0,0.0,1.0
0.005,0.9725,0.0225
0.0,0.0075,0.9925
0.0,0.1425,0.8575
0.0,0.275,0.725
0.0,0.14,0.86
1.0,0.0,0.0
0.0,0.295,0.705
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0075,0.195,0.7975
0.0,0.63,0.37
1.0,0.0,0.0
0.005,0.1025,0.8925
0.215,0.2175,0.5675
0.0,0.005,0.995
0.0,0.155,0.845
0.0,0.005,0.995
0.0,0.0,1.0
0.0,0.94,0.06
1.0,0.0,0.0
0.0,0.0825,0.9175
0.0075,0.9875,0.005
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.1225,0.8775
0.0,0.0725,0.9275
0.0,0.025,0.975
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0375,0.9625
0.0,0.135,0.865
0.0075,0.5325,0.46
1.0,0.0,0.0
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
0.01,0.13,0.86
0.0,0.01,0.99
1.0,0.0,0.0
0.975,0.0125,0.0125
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.125,0.875
0.0,0.16,0.84
0.0,0.255,0.745
0.0,0.0225,0.9775
0.0,0.9975,0.0025
1.0,0.0,0.0
0.0,0.055,0.945
0.0,0.0075,0.9925
0.0,0.005,0.995
0.0025,0.9775,0.02
0.0,0.02,0.98
0.0,0.035,0.965
0.0,0.0125,0.9875
0.995,0.0025,0.0025
0.0125,0.1975,0.79
1.0,0.0,0.0
1.0,0.0,0.0
0.9775,0.0025,0.02
0.0,0.0275,0.9725
0.0,0.035,0.965
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.4275,0.5725
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0875,0.9125
1.0,0.0,0.0
0.0,0.3975,0.6025
0.0,0.285,0.715
0.0,0.015,0.985
0.9975,0.0,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0025,0.9975
0.0,0.2,0.8
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.0375,0.9625
0.0,0.015,0.985
0.0,0.0,1.0
0.0,0.01,0.99
0.9975,0.0,0.0025
0.0,0.005,0.995
0.0,0.0425,0.9575
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.99,0.0025,0.0075
0.8875,0.075,0.0375
0.0,0.38,0.62
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.225,0.775
1.0,0.0,0.0
1.0,0.0,0.0
0.1075,0.445,0.4475
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.405,0.595
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.45,0.55
0.0,0.0375,0.9625
0.0,0.1925,0.8075
0.0675,0.135,0.7975
0.0,0.0625,0.9375
0.0,0.6275,0.3725
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.8375,0.1625
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.09,0.91
0.0,0.03,0.97
0.0025,0.0025,0.995
1.0,0.0,0.0
0.0,0.02,0.98
0.005,0.0825,0.9125
0.0,0.225,0.775
0.0,0.3725,0.6275
0.0,0.005,0.995
0.0,0.01,0.99
0.0,0.01,0.99
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.9375,0.0625
1.0,0.0,0.0
0.0,0.025,0.975
0.99,0.01,0.0
0.0,0.3025,0.6975
1.0,0.0,0.0
0.0,0.2425,0.7575
1.0,0.0,0.0
0.005,0.045,0.95
0.0,0.0,1.0
0.0,0.0125,0.9875
0.0,0.1475,0.8525
0.0,0.0575,0.9425
0.9975,0.0,0.0025
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.8925,0.1075
0.0,0.0,1.0
0.0,0.635,0.365
0.9975,0.0,0.0025
0.995,0.005,0.0
0.0,0.0425,0.9575
1.0,0.0,0.0
0.0,0.09,0.91
0.9975,0.0,0.0025
0.0,0.0125,0.9875
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0525,0.9475
1.0,0.0,0.0
0.0,0.1175,0.8825
0.0,0.4175,0.5825
0.995,0.0,0.005
0.0,0.96,0.04
1.0,0.0,0.0
0.0,0.0025,0.9975
0.995,0.005,0.0
0.0075,0.805,0.1875
0.0,0.8675,0.1325
0.0,0.5225,0.4775
1.0,0.0,0.0
0.0,0.0475,0.9525
0.0,0.0025,0.9975
0.005,0.7975,0.1975
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0,1.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0325,0.1825,0.785
1.0,0.0,0.0
0.0,0.3325,0.6675
0.0,0.6975,0.3025
0.0,0.12,0.88
0.0,0.51,0.49
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.4775,0.5225
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.1625,0.8375
0.99,0.0025,0.0075
0.0,0.285,0.715
0.0,0.0925,0.9075
0.0,0.01,0.99
0.0025,0.895,0.1025
0.0,0.8425,0.1575
1.0,0.0,0.0
0.0,0.145,0.855
0.0,0.0,1.0
0.0,0.4825,0.5175
1.0,0.0,0.0
0.0,0.0675,0.9325
0.9975,0.0,0.0025
0.0,0.9425,0.0575
0.0,0.255,0.745
0.0,0.6175,0.3825
0.0,0.0675,0.9325
1.0,0.0,0.0
0.0,0.3625,0.6375
1.0,0.0,0.0
0.0,0.7025,0.2975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.8675,0.1325
0.0,0.14,0.86
0.0025,0.06,0.9375
1.0,0.0,0.0
0.0,0.0975,0.9025
0.0,0.2325,0.7675
1.0,0.0,0.0
0.97,0.0125,0.0175
0.005,0.32,0.675
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0125,0.9875
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9925,0.0025,0.005
0.0,0.2225,0.7775
0.0,0.0775,0.9225
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.995,0.0025,0.0025
0.0,0.135,0.865
0.0025,0.8775,0.12
0.0,0.9825,0.0175
0.0,0.0375,0.9625
0.0,0.49,0.51
0.0,0.0,1.0
0.9925,0.005,0.0025
0.0,0.7625,0.2375
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0175,0.1325,0.85
1.0,0.0,0.0
0.0,0.0,1.0
0.9975,0.0,0.0025
0.0,0.0725,0.9275
1.0,0.0,0.0
0.58,0.405,0.015
1.0,0.0,0.0
0.91,0.0225,0.0675
0.0,0.0475,0.9525
0.0,0.06,0.94
0.0,0.025,0.975
0.0,0.435,0.565
1.0,0.0,0.0
0.0,0.07,0.93
0.9975,0.0,0.0025
0.0,0.0625,0.9375
0.0,0.18,0.82
1.0,0.0,0.0
0.0,0.0375,0.9625
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.9875,0.0125,0.0
0.99,0.0075,0.0025
0.0,0.0075,0.9925
0.0,0.63,0.37
0.0,0.0025,0.9975
0.0,0.065,0.935
0.9925,0.0,0.0075
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.0,1.0
1.0,0.0,0.0
0.0025,0.06,0.9375
0.0,0.0525,0.9475
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0225,0.9775
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0175,0.9825
0.025,0.17,0.805
0.0325,0.9425,0.025
0.995,0.005,0.0
0.0,0.375,0.625
0.0,0.0925,0.9075
0.0,0.0125,0.9875
0.0,0.1975,0.8025
1.0,0.0,0.0
0.0,0.09,0.91
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0075,0.0175,0.975
0.0,0.17,0.83
1.0,0.0,0.0
1.0,0.0,0.0
0.03,0.86,0.11
0.0,0.5125,0.4875
0.9975,0.0,0.0025
0.0825,0.165,0.7525
1.0,0.0,0.0
0.0,0.0,1.0
0.3025,0.33,0.3675
0.0025,0.02,0.9775
0.0,0.155,0.845
0.985,0.0,0.015
0.0,0.4225,0.5775
0.0,0.98,0.02
0.0,0.04,0.96
0.0,0.0,1.0
0.0,0.215,0.785
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.045,0.955
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.005,0.995
0.005,0.8075,0.1875
0.0125,0.175,0.8125
0.0,0.0,1.0
0.0,0.9325,0.0675
0.0325,0.0475,0.92
0.0,0.0125,0.9875
0.0025,0.1925,0.805
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0275,0.9725
0.9975,0.0,0.0025
0.96,0.005,0.035
0.0,0.0,1.0
0.9675,0.0125,0.02
0.0,0.025,0.975
0.0,0.0625,0.9375
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.0,1.0
0.0,0.395,0.605
0.0,0.065,0.935
0.0,0.045,0.955
1.0,0.0,0.0
0.0025,0.0,0.9975
0.0,0.075,0.925
1.0,0.0,0.0
0.0,0.0,1.0
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0025,0.815,0.1825
0.965,0.0,0.035
1.0,0.0,0.0
0.0075,0.0125,0.98
0.0,0.01,0.99
0.0,0.0625,0.9375
1.0,0.0,0.0
0.98,0.005,0.015
1.0,0.0,0.0
0.965,0.0075,0.0275
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0475,0.9525
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.045,0.955
0.01,0.15,0.84
0.0,0.005,0.995
0.0,0.3175,0.6825
0.0,0.1725,0.8275
1.0,0.0,0.0
0.0,0.0625,0.9375
0.0,0.0075,0.9925
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0625,0.9375
0.0025,0.0625,0.935
0.9975,0.0,0.0025
0.0,0.0,1.0
0.0,0.965,0.035
0.9975,0.0,0.0025
0.0,0.0575,0.9425
1.0,0.0,0.0
0.0,0.24,0.76
1.0,0.0,0.0
0.0,0.6575,0.3425
0.005,0.08,0.915
0.02,0.925,0.055
1.0,0.0,0.0
0.0,0.0975,0.9025
0.0,0.1175,0.8825
0.0,0.0425,0.9575
1.0,0.0,0.0
0.0,0.4125,0.5875
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.5375,0.4625
1.0,0.0,0.0
0.0,0.6125,0.3875
1.0,0.0,0.0
1.0,0.0,0.0
0.015,0.0075,0.9775
1.0,0.0,0.0
0.0,0.1125,0.8875
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.485,0.515
0.0,0.02,0.98
1.0,0.0,0.0
0.0,0.07,0.93
0.0,0.0,1.0
0.02,0.04,0.94
0.0,0.01,0.99
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.005,0.22,0.775
0.0025,0.4675,0.53
0.0125,0.0475,0.94
0.9825,0.0025,0.015
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.3825,0.6175
0.985,0.0125,0.0025
0.0,0.0025,0.9975
0.0,0.0025,0.9975
0.9975,0.0025,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0325,0.9675
1.0,0.0,0.0
1.0,0.0,0.0
0.14,0.31,0.55
0.0025,0.185,0.8125
0.98,0.005,0.015
0.9975,0.0025,0.0
0.0,0.01,0.99
1.0,0.0,0.0
0.8325,0.02,0.1475
0.995,0.0,0.005
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0175,0.0925,0.89
0.0,0.0025,0.9975
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.0025,0.9975
0.0,0.99,0.01
0.0,0.9975,0.0025
0.0,0.0275,0.9725
0.0025,0.155,0.8425
1.0,0.0,0.0
0.9975,0.0,0.0025
0.99,0.005,0.005
0.0,0.69,0.31
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.95,0.05
0.0,0.0075,0.9925
0.0,0.38,0.62
1.0,0.0,0.0
0.0,0.0225,0.9775
0.0025,0.9625,0.035
1.0,0.0,0.0
0.0025,0.0125,0.985
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.005,0.995
0.0,0.01,0.99
0.015,0.16,0.825
0.0,0.6875,0.3125
0.0075,0.69,0.3025
0.0,0.1425,0.8575
0.9975,0.0025,0.0
0.0,0.0125,0.9875
0.0,0.025,0.975
0.0,0.5175,0.4825
0.0,0.005,0.995
0.98,0.01,0.01
0.0,0.6775,0.3225
0.0,0.23,0.77
0.0025,0.295,0.7025
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0025,0.0425,0.955
1.0,0.0,0.0
0.0225,0.0575,0.92
0.0,0.995,0.005
1.0,0.0,0.0
0.0,0.025,0.975
0.9975,0.0,0.0025
0.0,0.02,0.98
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.2075,0.7925
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0825,0.9175
1.0,0.0,0.0
0.98,0.01,0.01
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.015,0.985
0.0,0.475,0.525
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.4,0.6
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.3725,0.6275
1.0,0.0,0.0
0.0,0.8875,0.1125
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.035,0.965
0.0,0.0175,0.9825
0.0,0.3075,0.6925
0.0,0.1725,0.8275
0.0,0.21,0.79
0.0,0.04,0.96
1.0,0.0,0.0
0.0,0.8375,0.1625
0.9975,0.0,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.99,0.01
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.0225,0.9775
0.0,0.875,0.125
0.01,0.9525,0.0375
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.965,0.035
1.0,0.0,0.0
0.0,0.9325,0.0675
1.0,0.0,0.0
0.0,0.0,1.0
0.9875,0.0025,0.01
0.965,0.01,0.025
1.0,0.0,0.0
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0175,0.0,0.9825
0.0075,0.2525,0.74
0.0025,0.625,0.3725
0.0,0.705,0.295
0.98,0.01,0.01
1.0,0.0,0.0
0.0,0.0525,0.9475
0.0,0.13,0.87
0.0,0.045,0.955
0.0,0.08,0.92
0.005,0.3825,0.6125
0.0025,0.095,0.9025
1.0,0.0,0.0
1.0,0.0,0.0
0.005,0.4925,0.5025
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.14,0.86
0.915,0.045,0.04
0.0,0.0725,0.9275
0.9975,0.0,0.0025
0.0,0.015,0.985
0.0,0.0025,0.9975
0.0,0.9325,0.0675
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.1475,0.8525
1.0,0.0,0.0
0.0,0.025,0.975
1.0,0.0,0.0
0.0,0.0725,0.9275
0.0,0.475,0.525
0.0,0.0,1.0
0.0,0.0125,0.9875
0.0,0.19,0.81
1.0,0.0,0.0
0.9975,0.0,0.0025
0.995,0.0,0.005
0.985,0.0025,0.0125
0.0,0.0,1.0
0.0,0.3475,0.6525
0.0,0.0025,0.9975
0.0,0.005,0.995
0.0,0.0,1.0
0.9225,0.04,0.0375
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.3875,0.6125
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.005,0.995
0.0,0.1975,0.8025
0.0,0.01,0.99
0.0,0.01,0.99
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.035,0.965
0.0,0.2625,0.7375
0.9975,0.0,0.0025
0.0,0.0025,0.9975
0.0,0.0025,0.9975
0.0025,0.015,0.9825
0.0,0.2975,0.7025
0.0,0.0,1.0
0.9975,0.0,0.0025
0.0,0.825,0.175
0.9925,0.0,0.0075
1.0,0.0,0.0
0.0,0.06,0.94
0.0075,0.61,0.3825
0.01,0.1225,0.8675
0.0,0.07,0.93
0.9975,0.0,0.0025
0.0025,0.985,0.0125
0.0,0.79,0.21
0.0,0.03,0.97
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.0125,0.9875
0.0,0.5625,0.4375
0.0,0.0,1.0
0.0,0.0825,0.9175
0.0,0.0175,0.9825
0.9975,0.0025,0.0
0.0,0.0075,0.9925
0.0,0.235,0.765
0.9975,0.0025,0.0
0.0,0.0375,0.9625
1.0,0.0,0.0
0.0,0.3175,0.6825
0.9725,0.0075,0.02
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.155,0.845
0.0,0.3625,0.6375
0.0,0.045,0.955
0.0,0.0125,0.9875
0.0,0.0775,0.9225
0.0,0.0075,0.9925
0.0,0.9125,0.0875
0.0,0.9925,0.0075
0.0,0.09,0.91
0.0,0.11,0.89
0.0,0.0175,0.9825
0.0,0.015,0.985
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.7275,0.2725
1.0,0.0,0.0
1.0,0.0,0.0
0.9875,0.0025,0.01
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.0125,0.9875
0.9825,0.0025,0.015
0.0025,0.2825,0.715
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.475,0.525
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0375,0.9625
0.0,0.0175,0.9825
0.98,0.01,0.01
0.0,0.0,1.0
0.0,0.15,0.85
0.035,0.09,0.875
0.0,0.3375,0.6625
0.01,0.2075,0.7825
0.9975,0.0025,0.0
0.0,0.06,0.94
1.0,0.0,0.0
0.0,0.52,0.48
0.0,0.015,0.985
0.0125,0.4825,0.505
0.9975,0.0025,0.0
0.0025,0.325,0.6725
1.0,0.0,0.0
0.0,0.1225,0.8775
0.0025,0.045,0.9525
0.0425,0.905,0.0525
1.0,0.0,0.0
1.0,0.0,0.0
0.0125,0.0075,0.98
0.0,0.0125,0.9875
0.9975,0.0025,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.0,1.0
0.9975,0.0025,0.0
0.0,0.445,0.555
0.0,0.0175,0.9825
0.9975,0.0025,0.0
0.0,0.37,0.63
0.0,0.0525,0.9475
0.0,0.125,0.875
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.67,0.33
0.0,0.205,0.795
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.5175,0.4825
0.0,0.6775,0.3225
0.0025,0.2875,0.71
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.9275,0.0725
1.0,0.0,0.0
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.0325,0.9675
0.0,0.39,0.61
0.0,0.0,1.0
0.0,0.015,0.985
0.985,0.005,0.01
0.0,0.625,0.375
0.9975,0.0025,0.0
0.995,0.0025,0.0025
0.005,0.265,0.73
1.0,0.0,0.0
0.0,0.2125,0.7875
0.89,0.0375,0.0725
0.95,0.0075,0.0425
0.0,0.14,0.86
0.0,0.135,0.865
1.0,0.0,0.0
0.0,0.05,0.95
1.0,0.0,0.0
0.0,0.0325,0.9675
0.0,0.185,0.815
1.0,0.0,0.0
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.005,0.995
0.9975,0.0025,0.0
0.005,0.505,0.49
0.0,0.095,0.905
0.0025,0.0025,0.995
0.0,0.1425,0.8575
0.9975,0.0,0.0025
0.0,0.02,0.98
0.0,0.0525,0.9475
0.0,0.315,0.685
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.5825,0.4175
0.0025,0.765,0.2325
0.0,0.0575,0.9425
0.0,0.02,0.98
0.0,0.1275,0.8725
0.0025,0.07,0.9275
0.0,0.015,0.985
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.0,1.0
0.0125,0.1625,0.825
0.0,0.225,0.775
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
0.01,0.3175,0.6725
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.015,0.985
0.0,0.04,0.96
0.0,0.2225,0.7775
0.0,1.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0025,0.0125,0.985
0.9875,0.0025,0.01
0.0,0.0175,0.9825
0.0,0.0,1.0
0.0,0.0425,0.9575
0.005,0.07,0.925
0.9975,0.0,0.0025
0.0,0.0325,0.9675
0.0175,0.9375,0.045
0.0,0.0,1.0
0.0,0.0125,0.9875
0.0,0.0,1.0
0.0025,0.1625,0.835
0.0,0.0725,0.9275
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.0225,0.9775
0.0,0.0225,0.9775
0.0,0.0175,0.9825
1.0,0.0,0.0
0.9825,0.005,0.0125
1.0,0.0,0.0
0.0,0.9525,0.0475
0.995,0.005,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0825,0.0425,0.875
0.0,0.635,0.365
1.0,0.0,0.0
0.0,0.0025,0.9975
0.995,0.0,0.005
0.0,0.0,1.0
0.0,0.0525,0.9475
1.0,0.0,0.0
0.985,0.0075,0.0075
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.1225,0.8775
0.0,0.0025,0.9975
0.93,0.0375,0.0325
1.0,0.0,0.0
0.0,0.965,0.035
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.005,0.0025,0.9925
0.0,0.025,0.975
0.0,0.7,0.3
0.0,0.585,0.415
0.0,0.1375,0.8625
1.0,0.0,0.0
0.0025,0.0975,0.9
1.0,0.0,0.0
0.955,0.0325,0.0125
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.055,0.945
0.0,0.8525,0.1475
0.0,0.0075,0.9925
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.1175,0.8825
0.0,0.58,0.42
1.0,0.0,0.0
0.075,0.315,0.61
0.0,0.005,0.995
0.0025,0.9,0.0975
0.0,0.315,0.685
0.0,0.0,1.0
0.0,0.29,0.71
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.0075,0.9925
0.015,0.38,0.605
0.0,0.0875,0.9125
1.0,0.0,0.0
0.0025,0.5325,0.465
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.4925,0.5075
0.0,0.7475,0.2525
1.0,0.0,0.0
0.0,0.0025,0.9975
0.99,0.0,0.01
0.99,0.0075,0.0025
1.0,0.0,0.0
0.0,0.0575,0.9425
0.0075,0.3025,0.69
0.0,0.0025,0.9975
0.0,0.0325,0.9675
1.0,0.0,0.0
0.0,0.1775,0.8225
0.0,0.02,0.98
0.0,0.0675,0.9325
1.0,0.0,0.0
0.0,0.2625,0.7375
1.0,0.0,0.0
0.0,0.215,0.785
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.005,0.995
0.26,0.315,0.425
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.035,0.965
1.0,0.0,0.0
0.0075,0.0725,0.92
0.0,0.905,0.095
1.0,0.0,0.0
0.035,0.01,0.955
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.2425,0.7575
0.0025,0.885,0.1125
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.5825,0.4175
1.0,0.0,0.0
0.0,0.2375,0.7625
0.99,0.0,0.01
0.0,0.01,0.99
1.0,0.0,0.0
0.0025,0.015,0.9825
0.0,0.0,1.0
0.9825,0.005,0.0125
0.9975,0.0,0.0025
0.0,0.0175,0.9825
0.995,0.005,0.0
0.0,0.1625,0.8375
0.0025,0.2125,0.785
0.0,0.7875,0.2125
1.0,0.0,0.0
0.0,0.825,0.175
0.0,0.06,0.94
0.0025,0.7075,0.29
0.0025,0.05,0.9475
1.0,0.0,0.0
0.0,0.0375,0.9625
0.9825,0.0075,0.01
0.0,0.1,0.9
0.0,0.0025,0.9975
0.0,0.0875,0.9125
0.0025,0.2975,0.7
0.0,0.5875,0.4125
0.9875,0.0,0.0125
0.0,0.015,0.985
0.0,0.04,0.96
0.0,0.0,1.0
0.0,0.1175,0.8825
0.0,0.005,0.995
0.98,0.0,0.02
0.9975,0.0025,0.0
1.0,0.0,0.0
0.0,0.2925,0.7075
0.0,0.035,0.965
0.95,0.0025,0.0475
1.0,0.0,0.0
0.0,0.2425,0.7575
0.9975,0.0,0.0025
0.0,0.095,0.905
0.0075,0.4025,0.59
1.0,0.0,0.0
0.0,0.395,0.605
1.0,0.0,0.0
0.0,0.8975,0.1025
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0025,0.495,0.5025
0.0025,0.665,0.3325
0.01,0.01,0.98
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.245,0.755
0.0,0.98,0.02
0.0025,0.14,0.8575
0.0,0.9925,0.0075
0.0,0.0825,0.9175
0.0075,0.3725,0.62
0.005,0.05,0.945
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.97,0.0075,0.0225
0.0,0.3425,0.6575
0.0,0.525,0.475
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.03,0.97
0.0,0.01,0.99
0.9675,0.015,0.0175
0.98,0.0175,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
0.425,0.1725,0.4025
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.1225,0.8775
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.9775,0.0225
0.0,0.52,0.48
0.0,0.0575,0.9425
0.0,0.2325,0.7675
0.0,0.0,1.0
0.9825,0.0,0.0175
0.0,0.005,0.995
0.0,0.01,0.99
0.0,0.2625,0.7375
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.9625,0.0375
1.0,0.0,0.0
0.0,0.0,1.0
0.0025,0.21,0.7875
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.045,0.955
0.0,0.0,1.0
0.9875,0.0,0.0125
